Actual,Predicted_60_RF,Predicted_60_OLS,Predicted_80_OLS,Predicted_80_RF
23995,17783.81,22903.64541,21343.87987,18291.05
10727,14891.47,18362.83459,10892.79127,11053.83
6800,10044.22,6209.807737,4598.208494,9231.67
31780,18908.21,14984.45129,31660.13154,29539.48
10988,11012.18,10199.83783,7704.523257,10455.13
37000,35869.79,30612.25131,37874.52851,35042.86
30898,17759.05,18346.28823,30068.78923,30063.41
16800,17490.37,14572.9463,14616.98173,12035.32
44488,51095.11,42763.74264,44357.64214,48938.06
23287,22718.71,26441.77031,24294.40679,22661.2
19990,16983.01,18676.99884,21505.48621,17930.68
17981,27633.12,26980.5675,18965.54156,19799.97
15988,19499.2,25686.33749,22096.52097,20238.28
15993,14116.86,15629.87468,16926.71481,15653.33
16995,19708.99,21859.78266,15757.32346,15041.99
11795,12945.93,8310.531202,4902.448823,11880.36
11995,19568.65,16390.15555,9570.763488,12551.22
49999,48789.08,32983.00179,43724.47159,48938.32
17988,14405.3,15057.6404,14450.39387,20308.94
18495,12960.68,13484.96569,17087.83256,12713.74
15999,21857.81,23524.91704,19089.07761,16139.05
24995,29108.32,26789.77373,28095.71777,26473.82
17246,19686.42,23267.9467,19077.88317,18562.52
29988,22729.1,16919.5808,26624.99621,17822.85
35708,27596.04,28384.66967,31641.03422,41764.02
9877,9271.8,10817.63637,10298.1651,9847.68
18625,19926.11,19034.9272,20148.2413,19376.2
30988,16691.26,18048.84127,29901.2114,16758.2
35991,36186.13,35460.79533,35882.48639,30621.44
3995,7167.63,16021.13928,9391.986999,8162.36
34999,31176.85,32438.37037,33571.24226,34452.66
8000,18333.08,15831.28893,5647.715958,12176.61
6450,13915.29,13305.89949,9119.443801,9661.1
15975,21258.1,21611.3903,15244.77401,15579.59
24999,20222.54,22879.7632,26364.90912,24303.74
5500,10332.37,9115.674158,9526.578463,10031.68
29995,23234.72,23122.16576,31137.85682,31101.95
26995,18695.68,19380.13414,21939.75292,24316.15
8995,7378.11,6068.391524,8337.415026,7241.77
26990,15328.53,15374.79216,24755.87882,17819.62
13890,16474.35,13480.28167,11539.34117,12529.26
21901,12027.29,14393.66567,21563.91482,19811.41
14988,17936.29,16569.64754,17825.67674,15471.54
16874,26302.52,24133.84866,21663.31324,22318.16
24500,28269.41,21280.51866,21917.42209,21097.45
18913,26752.98,26669.19179,18791.08276,19371.85
21978,19681.55,19246.09738,26119.72657,18853.25
6999,14907.49,12443.39725,9060.456727,10041.9
16878,21346.75,24551.1138,16225.02058,19674.88
2895,4306.55,3785.506613,-59.46093998,4783.6
8695,11024.73,9704.479487,10273.56813,7633.42
39900,28889.33,30761.36046,40258.91828,38657.89
15582,15754.67,16166.36307,12859.34663,14619.13
23999,19067.32,22086.42469,33642.73195,28263.53
13500,17517.34,17200.14636,15965.06112,15184.8
18995,13589.39,10811.3543,18041.79859,13323.59
21495,36215.98,35172.86814,39327.0432,41194.76
6895,10154.2,15152.15036,8127.891126,9821.87
31200,42410.41,31076.19504,32022.2725,33838.81
13000,19660.17,20341.75457,15387.57516,13703.38
6699,8689.15,4551.01658,3739.686644,7608.2
9499,11452.82,10880.58162,11045.93695,10297.1
11000,13318.12,14591.7805,12349.17469,13811.64
15999,22619.21,22725.25954,15830.48152,15779.43
18995,18306.91,23978.5091,20587.56711,18736.25
23999,20747.65,21038.50233,18172.44205,21550.16
12590,13344.69,13462.71361,9910.60837,13459.78
20472,18657.72,20090.02333,21186.25476,20886.17
16991,9788.21,10787.04509,16365.252,10344.04
21995,30246.04,25738.82668,22647.24426,20410.34
10991,13377.8,10754.89749,13502.0285,8859.12
12991,34163.28,21893.70851,12386.43789,14473.27
34980,42805.64,51314.21595,51448.03352,47806.67
23978,11909.21,11104.41729,22443.97408,21241.13
9994,13295.46,19027.61899,12176.67019,9574.97
10750,13869.95,19338.82903,12571.06884,13116.84
19000,14191.52,15606.74612,12567.32284,15941.75
37992,37465.86,32656.00287,36114.09618,37255.03
44622,16423.16,21604.61245,25624.76273,21789.33
12900,18974.01,17813.172,11097.37724,8730.42
33914,26527.87,25661.24802,32709.54268,31129.91
50800,28277.97,27532.90728,43588.37095,37304.78
26000,19492.51,23636.95023,27574.54522,23637.23
19888,14983.42,27471.54535,24073.2792,9366.47
8990,10910.86,8365.82418,10348.48405,11316.2
46995,34921.23,34044.66125,45128.30183,35860.46
14993,9347.96,10027.74145,16692.78744,11763.32
11379,21850.84,23599.25468,12981.43694,15902.65
13000,19132.03,19741.49198,15115.88263,15850.81
11019,14649.41,13766.81996,13500.82479,12156.7
10505,18173.8,18677.06848,10774.36037,14267.83
37845,34850.7,39841.16623,40910.72847,37231.79
21995,21980.49,24019.66098,16800.18112,18841.75
9988,9372.46,9217.178409,7836.796032,9959.37
15695,13855.92,16611.52508,12436.03652,12652.27
10610,16898.09,20634.50525,9327.7534,13850.06
59995,55758.43,60697.41729,62521.23659,54972.88
8995,12047.89,9622.499842,10931.98591,11959.28
19700,25939.6,25901.51952,19636.46514,21965.74
11000,13231.47,11358.08513,7272.12757,8972.66
20757,21430.67,23115.9394,25691.76235,26001.37
12500,12381.67,10780.03444,12313.65633,8350.46
15774,13424.06,13237.2194,20715.62446,14524.18
28129,26285.14,26601.50775,29068.32744,27659.43
18995,14904.89,16003.44691,19147.37591,21868.19
33715,34325.72,28105.17919,30323.62562,31161.59
6995,16464.14,12738.05171,3366.538526,8967.45
51984,28745.15,28406.352,51585.03254,49574.78
24912,24928.45,21695.03928,23323.45131,24751.75
21603,21531.37,19089.92,23214.87434,21092.17
22999,26507.46,24969.26251,25395.3943,21914.38
13995,19133.34,17973.57398,14017.97286,14327.71
23799,17300.84,13071.18886,19002.91684,17678.4
14498,15568.04,20823.25713,25929.81996,16051.1
21995,25334,26573.34943,24706.31023,23001.55
41904,42331.75,37894.75044,38956.50864,46298.16
14694,21261.63,23152.74,16152.087,14529.69
11000,16786.71,13585.12195,14637.27314,13347.93
7995,10397.5,19786.15976,8162.551462,9865.39
14480,12983.3,13432.41828,14069.49405,14495.74
24927,26260.87,28321.32585,25807.32661,25217.34
28500,29775.35,31216.94417,32165.24319,28191.1
20990,11696.66,16266.25954,24648.99878,17869.29
15991,22212.09,23524.63178,17384.00014,15987.95
27991,16098.42,20656.74538,28444.86151,27644.24
31991,21578.22,16874.91204,29196.56842,41280.67
14984,27967.95,23257.00364,19548.00143,17204.57
16988,21191.62,21983.76777,19280.03916,18358.88
17995,21501,20159.32533,18577.78137,16320.44
31999,21874.9,18532.86957,31587.46519,26028.26
27100,30167.26,32769.39614,32485.25463,30791.96
12701,29879.72,20323.66443,13144.74032,14375.52
29999,22381.97,29705.80132,32139.01332,25159.99
24895,31422.32,35202.93577,25329.78736,32682.49
19598,18483.92,19089.95738,20946.24313,19830.5
14777,16451.82,12698.60121,15129.26701,22701.69
19795,20450.71,23632.66236,21410.00371,18659.63
12495,14135.55,17930.76074,10399.09538,13992.12
26940,43762.92,37179.10528,35022.24425,30953.21
9900,12623.03,17917.38672,8862.383275,10968.59
34995,25713.14,28314.05383,33694.00073,31497.43
11495,14917.86,10261.83309,14219.02444,13842.66
13995,14748.95,12485.28648,10679.89262,12654.23
17900,20795.88,22107.83498,19928.92769,20220.31
15991,19878.74,21716.23069,13581.72571,16000.78
51987,32401.2,31763.01506,33393.0938,30638.17
17171,27614.43,22746.61434,18105.08728,16743.71
18850,22047.46,23681.73943,20276.8897,18358.36
6990,9160.26,7940.646729,9152.31451,10574.08
9975,9065.37,10258.93902,10922.68138,9376.77
14999,16021.39,17043.51988,15537.20652,15573.74
9700,10424.86,11687.42706,7078.870857,13663.63
16377,13210.82,12388.91981,19190.89716,11787.33
12481,17972.48,19236.02351,15351.16403,13492.28
25500,19034.36,22284.71685,28754.81128,25374.58
13736,16723.22,13418.49168,17108.53242,14412.09
33495,20033.3,22869.02747,28321.46601,27454.32
19495,14439.05,14224.56714,16765.25098,15705.97
8595,13393.77,10177.30721,7322.122697,9997.98
18999,15920.17,17381.21133,22141.86043,17894.77
25988,36333.44,32217.13604,23751.96383,25235.62
12985,22957.93,23839.64135,15542.5856,11466.45
24999,24144.99,27498.32336,18483.9051,23193.28
21677,21446.2,22374.3623,22234.00293,22417.03
17395,16885.9,13942.94498,21512.06524,13036.31
5995,9997.57,15639.19317,3496.481638,5353.17
52888,51506.63,39514.13718,52985.31952,59291.41
23995,25875.27,26831.4371,24005.85994,24890
20223,16263.59,20131.0685,18785.19402,18464.8
17000,19950.43,18492.28531,18106.90422,18228.86
13597,16419.92,18997.54642,16472.89787,13593.99
13980,7581.08,6244.953547,13643.20171,7936.08
8777,11577.69,10621.88402,3523.675827,7459.34
6977,6506.25,7781.496042,4024.992819,8449.15
44217,37596.74,30614.30803,41639.25945,51211.28
19997,19763.9,17502.83279,17992.33133,15884.06
14359,19233.61,20041.93533,11604.88527,14213.45
30998,15421.24,16711.94098,29712.68808,31089.45
37000,38195.41,32298.31839,34444.9808,35692
28545,24963.5,22197.90266,30416.34441,28667.4
8450,11047.87,10422.68335,8601.923595,9765.23
33777,39902.7,37139.33315,38338.46603,40003.26
15600,22914.13,23876.32371,18525.5902,15773.07
20499,21614.14,23216.64673,24202.90476,21010.02
47999,37633.49,36522.78682,37545.1099,34476.27
11537,10680.39,11154.08171,17598.10322,12065.92
40995,25050.74,23110.23136,29895.75562,34895.6
33389,25212.11,26140.60021,32739.22544,31977.02
47950,30404.12,32107.15784,42930.7967,33725.23
37000,35171.34,37681.6215,38377.50092,40131.5
26772,27086.54,25202.14675,33066.69004,46534.55
13900,17401.59,20285.3088,16459.28014,14207.49
14500,16727.05,20498.39047,16408.71966,15557.53
15995,17386.73,15164.50501,15140.886,13359.31
25977,21568.46,22473.56504,21723.33482,22546.87
14967,18285.85,22730.18531,14778.12349,16383.96
21980,19282.9,18831.31256,21998.33179,22751.34
11985,19026.54,18809.31272,9708.497796,13362.72
24995,17219.2,13768.67287,18070.04641,19176.64
16998,14871.94,14857.75328,15155.44153,15068.18
8999,26177.12,24031.17787,8459.955991,18218.79
8995,12905.51,9926.723889,12794.67101,11029.84
22997,13610.14,13248.64267,21877.83794,12670.33
9788,9429.63,7301.447631,6658.418281,8372.42
16499,25312.96,18852.15487,17492.38971,17775.41
16900,13135.03,19814.74602,19896.76421,16186.44
21797,25523.72,25014.75366,22646.08665,22059.16
16754,13614.39,16149.70319,19469.99714,17346.42
21750,25416.72,22902.30012,22507.04365,22243.06
9598,10080.28,5879.174595,8912.206155,9607.89
2900,9108.23,20600.54592,4133.336091,6950.56
25987,29046.19,35070.96388,29851.25424,28551.33
17980,8070,5824.509115,16651.85964,11957.71
12799,22732.04,19238.77061,18758.91615,16540.58
4999,8701.98,7986.396639,7795.367253,4784.25
21995,20183.29,24424.72839,21377.55999,21685.35
12400,11296.52,7214.010725,13804.9552,11576.73
18199,16113.11,27243.97704,22519.92078,14665.84
20428,18021.35,22902.1404,19477.15405,18293.85
24500,21908.56,25292.806,26065.76357,22295.37
6500,10784.8,4373.596494,-1197.839861,4583.45
13999,22020.28,23222.58328,18071.31776,14682.73
15355,15595.04,17508.40814,13747.63613,14204.8
26850,23765.76,26511.133,26264.3564,25809.88
26400,26642.37,29056.57456,30191.5302,28922.76
11993,12134.96,15718.05272,13318.35145,13609.53
9000,14059.32,12461.57274,5972.387676,12210.26
20995,18328.63,22020.98725,22725.03498,20476.05
17489,14938.29,17794.51288,18408.45436,18907.52
13795,15793.51,16399.93979,15073.2164,14765.64
18995,15415.61,21540.6592,22881.89635,19814.78
20975,23168.28,22044.81743,22351.31505,22576.98
35555,19624.37,22873.84694,32656.4937,33059.67
25980,50570.55,6017.097418,32850.76464,16852.38
10298,14972.74,9164.726253,9685.703307,13289.33
20000,12732.62,19070.1321,19574.02835,12780.81
28988,17479.67,19137.49496,24521.3741,26427.58
13991,19059.25,18368.83349,13358.39923,12894.56
19429,11286.04,7065.527031,20012.77393,13155.52
18251,21373.66,19815.51366,18127.66342,18405.4
21891,19024.14,16757.88651,21398.12966,22674.91
7900,9640.27,16110.98355,6620.715917,6829.67
8900,9607.14,11147.97789,6003.925725,10779.92
16500,9674.95,8918.378275,15072.15029,12383.99
12000,21874.75,19489.07989,14956.65237,12758.19
5777,9453.43,7733.70765,399.7285874,6023.18
31490,36256.44,33637.58718,34462.00156,38076.99
19995,12556.46,13088.1093,17829.41079,15319.19
11000,13199.52,15988.09758,11012.61152,13812.5
19397,22973.3,23710.48874,18871.11673,18819.15
20995,14493.35,20998.06142,17596.61057,17019.31
20995,15567.99,13068.01532,20186.42122,16217.69
8999,7652.92,5937.815369,8254.55388,8199.5
39490,24490.5,23810.5892,36997.18829,39066.74
27271,25918.48,28090.37339,30657.15914,29052.24
19866,19997.39,20410.41327,19015.19022,16043.62
30975,29475.39,32142.18266,31955.10165,36287.99
17597,24454.4,21326.76841,20894.84752,21662.02
5500,7660.68,16222.42331,6498.530262,5159.51
21700,15132.61,26484.98216,27941.75488,17073.45
38988,31595.59,36566.29725,37801.20478,38196.73
8995,13744.12,12738.02148,9248.882371,12166.99
28995,34098.27,32107.22352,27655.82658,29609.79
15907,15169.49,18404.92978,16657.38379,16514.84
5500,11623.95,9920.657525,6094.87632,6751.11
22888,14931.62,18853.20033,26849.01656,25778.4
35997,21615.87,22660.87068,32447.92527,31731.18
22995,20373.67,19671.16826,22618.90222,21148.49
13531,19500.63,15983.09098,21636.54648,20899.72
15000,20972.95,21804.41801,17770.59599,16519.67
33396,36078.72,35977.45723,35603.87614,35329.46
15183,17140.72,21242.89268,15784.29604,15712.19
19250,25150.91,28564.93123,19997.24242,21049.69
27285,20571.64,19221.16431,24505.25019,24439.92
2999,6440.5,3884.286807,802.820624,4901.97
17995,32870.4,27316.30274,23297.36445,22922.05
13995,13757.52,13344.07732,10887.90785,13112.22
13899,13789.04,21280.15083,12684.14668,14852.21
25495,25443.78,26799.873,34303.57008,27253
9998,19044.02,20704.67234,9027.940487,14480.33
12500,9450.47,10307.64172,9369.526578,9529.83
26989,22401.9,22283.0088,25302.15125,23472.01
17700,18181.92,16921.77341,18321.4361,17102.63
46760,61781.98,51762.11207,51283.50798,52471.75
34499,32969.05,32500.05485,34441.38347,38152.15
14984,22092.77,22319.77278,17279.23211,15951.63
15991,15502.15,20248.57611,14644.43262,17037.92
18760,27412.39,29726.28783,18400.44467,18456.91
15999,17105.32,15264.39252,14403.44347,12980.52
55889,49283.35,39426.61252,53995.90425,54437.41
18500,18060.46,19632.49072,17595.58482,15915.6
38900,30368.51,28137.78078,38820.74639,40789.24
32495,41871.91,36178.56527,32634.93629,38051.29
28882,24354.39,20465.95655,27934.44765,25930.1
18877,25184.76,27377.27828,22573.33591,24921.49
19499,13548.03,12458.97705,18989.83298,17325.26
19488,7933.63,10956.12478,20963.59448,18640.29
29995,30999.35,27260.63647,27042.61752,22877.34
18000,21009.8,23206.02887,18947.64504,21928.55
10390,16747.2,19640.37869,12163.33795,13158.69
46995,19353.02,19812.85735,46410.5499,43560.25
13495,17493.05,19521.60802,13216.59704,14936.26
25488,24083.86,21623.34553,26213.96317,26945.66
35500,16277.1,21832.72266,29899.6459,29182.74
2991,5718.8,3924.287013,2510.717243,5838.08
6995,11539.88,13568.60403,7875.952792,10058.38
13430,17136.4,22766.83674,17574.52759,15349.16
20992,11913.45,18931.67061,20918.55972,12169.31
18997,22958.23,22285.72566,20488.10037,18479.11
64981,33133.5,33596.14531,45759.79074,49982.35
24927,28213.17,32578.78297,32882.20612,29880.94
54995,30860.93,27443.17085,55481.30392,43605.49
22500,42996.57,32808.67832,28053.88813,28108.64
8900,9587.77,7600.09341,12425.54962,9320.8
22988,24039.25,22044.82127,23521.60924,20660.5
13000,15100.39,14460.91834,8550.637841,11685.74
28995,22120.14,26224.71157,24997.55279,24357.37
9995,7098.77,5819.744397,9625.232129,10579.67
18850,16482.81,24130.93522,20182.53177,19822.28
11991,8577.12,10359.79087,11441.78166,8866.7
29999,28322.58,28424.28793,39059.11636,34832.16
26650,26984.47,30234.85412,30150.38839,27462.44
12500,14009.73,13909.42187,11656.19812,13575.93
15999,34660.45,28128.38183,18688.48584,22500.58
10000,12445.16,9747.89345,5156.653816,9954.32
6850,9406.09,8226.010358,1483.292464,6010.98
52493,41748.21,32451.70022,38810.36894,34993.2
31481,17157.46,20800.50758,31628.28442,26565.39
8475,14299.53,19280.35565,22150.65213,14846.68
3299,12978.42,12483.07329,6447.542963,6711.14
25925,15554.79,15326.06818,25733.23469,22699.68
14800,12543,5647.004544,12170.04908,9402.43
18389,18692.36,23224.59455,18446.18951,17528.26
13695,17327.69,15478.11839,10945.33028,14758.96
26997,20760.51,23642.00582,27037.43312,20652.91
34987,21884.76,23506.14079,30956.92401,32338.88
37995,20522.63,19709.43873,35688.23103,39233.32
6997,8241.09,11362.41472,10751.342,10724.56
21490,26319,27966.09246,23932.00302,24117.96
19971,12969.58,12024.69194,20923.81194,14891.59
19795,17191.84,16352.79725,22639.94012,20431.92
37995,31879.25,25063.13272,40082.06278,44190
27990,22584.06,26759.81001,27461.63858,16566.49
15895,27903.87,27913.14631,17715.47724,18082.8
32700,31680.65,35420.17472,39283.70731,40847.61
14288,37122.4,32869.70389,26679.72803,32804.33
24735,29177.78,26877.38148,25013.44264,25204.67
8988,10384.21,9241.527716,5208.587089,6189.84
23800,26634.12,26953.73851,21996.75783,21774.73
17987,12005.41,20493.02711,20941.23655,15399.48
6500,4875.26,1168.629956,1623.836969,7859.03
8494,16140.6,17929.67779,9470.080273,9912.55
27824,27100.35,28465.69623,30168.87168,27581.26
10500,18790.62,19079.32792,23741.31293,17632.95
65988,57856.37,61111.33435,62837.40839,58654.93
21995,26457.66,21629.10001,18378.36373,17083.95
11999,16568.57,14467.62715,13383.18171,12441.48
9500,14609.29,10193.94448,4600.028952,10694.99
26000,18587.23,21577.02402,41466.69636,34216
10795,11598.97,7479.544852,12895.52075,11585.42
53991,42933.32,38732.22368,44012.38854,44879.21
7898,15845.07,10352.6634,10267.19481,11248.95
12999,16694.48,21715.54777,14892.79824,22786
3900,5468.31,1414.812545,3293.357836,4705.64
17497,42180.23,32708.30152,21137.66654,21261.93
11979,12290.68,13994.14503,12356.69371,11778.77
19625,17318.99,20824.2322,19144.8812,17740.56
13493,22166.19,23793.64133,13997.85887,17972.29
8495,8755.95,6594.470331,7858.954891,4816.3
15566,22648.36,22043.97799,17839.82931,17175.72
17995,22742.53,17664.06555,18332.29425,19250.89
16448,19412.73,22855.32781,20046.55403,17680.93
20499,21456.4,19902.99765,17028.067,16009.33
24988,16801.51,18932.27118,26511.85174,24529.43
13982,17805.29,19830.86981,17124.02504,15573.19
11495,15258.56,13636.35479,12142.68257,12636.51
51677,31103.74,28338.18591,40227.01712,47348.31
5919,9625.53,11181.45233,8545.403153,6631.16
22070,29124.76,28459.80102,26504.75211,26976.05
10990,24118.83,22828.35539,15701.99929,17511.84
27660,21613.06,26469.63419,28743.91958,25800.31
6000,8670.67,6838.047789,5634.089809,5271.14
11788,19988.03,17430.26966,10816.98562,12047.37
16921,17162.96,17444.86801,21250.9612,16672
29997,29124.64,24357.75281,32833.55022,32613.65
5450,9543.94,10233.67326,5648.448604,7953.32
10999,10368.07,14493.72959,8708.505671,7984.99
30488,23108.57,22301.36514,31189.60367,31921.63
9420,13515.3,16376.5816,11335.72789,11200.7
26500,25634.1,25101.51207,25335.96665,21167.25
25988,25154.61,28421.87381,23815.68394,25562.49
10906,20970.05,18496.99968,10697.09988,11371.32
12000,12278.13,12261.64651,12999.96894,11227.58
11988,12687.53,15432.79322,12309.81927,11726.96
7995,11470.98,9782.267311,9830.307739,7528.33
11000,14132.32,13470.42792,12658.38962,12272.7
8995,15079.48,20170.92226,20778.10996,15417.2
12990,8699.87,7686.890485,11027.74321,12313.67
26995,41113.05,29427.36979,32720.54257,30200.39
15724,15758.03,16391.84223,18302.00753,16997.06
20987,22595.97,20018.1318,22017.2974,22857.1
11741,21412.01,18931.98053,10178.57023,11362.53
15590,26182.13,22052.30916,20866.38561,19223.93
14000,13204.1,11084.70654,11532.82201,11052.67
19500,30694.89,24003.63597,20538.02551,20847.12
13428,23683.01,21757.75838,17025.71183,14417.76
34105,23788.4,19555.4905,30976.45999,32465.27
31995,32746.53,30829.76565,32234.07451,33520.31
105888,87050.41,62123.02501,62916.59452,85104.28
12800,11563.48,7989.737896,9119.285967,11241.53
18749,26454.01,27340.90164,20218.12731,22186.93
13995,23897.28,22647.69925,13763.36633,11876
19991,33570.8,21365.86084,21359.233,15733.25
12500,16083.99,17088.6239,14788.15742,15191.02
5995,13058.8,16556.41419,7131.726803,6606.89
19995,22519.16,21467.58749,18970.67941,18448.35
38291,42147.31,37868.10673,38611.3066,38093.59
8900,11688.72,9224.294939,8805.031409,11238.46
39992,33080.77,31073.20139,36172.67419,35539.01
18743,13741.08,16024.82536,18620.36978,16845.9
24988,14223.17,13785.18852,26639.81582,22150.99
14590,18247.26,19393.49162,13416.90173,15318.39
11500,6510.36,4744.904394,14838.10611,10143.99
13695,22559.78,22641.40683,14503.50354,15169.58
19987,18854.5,20919.77238,18465.28178,15472
15994,23877.4,19828.97085,16117.13104,16625.42
20994,21046.57,21184.57693,24043.88619,22230.26
11699,10934.52,12219.60841,10462.19657,9781.47
16888,12759.16,16771.32781,15450.61152,14602.94
27487,20917.59,24564.98415,26735.0482,37530.69
13900,19691.12,19104.72572,13375.58274,13843.63
19990,23136.69,22514.99966,21556.69427,19894.37
15385,6863.78,4396.862326,12713.84214,9527.03
38900,46705.33,44078.64537,46207.8381,46998.68
17770,18902.83,23628.08638,18158.73595,16293.9
16995,18122.81,20738.73361,14719.24538,19680.51
9990,13922.28,19319.52267,15324.91927,13201.33
10978,16016.47,13959.39385,12685.57074,14035.05
27980,17352.63,21667.78687,30682.6031,23457.02
16995,28354.92,24372.42905,17283.68635,21010.33
23127,28716.44,25604.41519,23229.20245,23675.91
23990,27043.56,21673.0711,26445.06321,25650.78
22995,29679.67,31658.91958,23570.71209,24378.14
28996,19165.41,14663.11835,27356.56095,22972.85
17495,17802.7,16508.66712,14820.46284,14443.82
47043,45199.54,32705.87384,46284.13914,49417.49
32905,33374.01,30166.40506,31881.1552,29231.82
11995,17765.09,15031.49671,12294.43928,14502.77
27144,36115.69,32024.294,32830.68736,34173.28
22250,20664.12,21610.89835,21349.01594,19634.55
64888,34760.25,32601.03555,42407.2769,40987.42
10971,15924.09,13009.76242,11892.07142,11181.53
16753,16540.26,18010.07088,16993.30597,14692.32
49988,37575.75,33885.94408,37793.70146,37347.97
28867,16020.74,20230.87242,27515.23907,29548.42
49988,35386.84,31662.90656,41812.7771,47524.62
15988,16321.58,18837.69958,15862.33141,17217.99
19691,20480.44,21207.03705,22984.72899,19805.5
15988,12819.47,12723.40555,19923.53693,13909.64
20465,30483.15,26871.07926,20977.94307,19338.76
28987,32035.19,34625.72705,34732.65741,31945.73
32530,27612.58,27273.03234,36674.21681,31290.34
29992,24480.24,27355.16607,35389.54893,33463.18
14950,28405.34,24934.62657,14406.91411,15352.93
11989,16914.86,13295.50663,10760.38077,12476.28
13388,22841.95,20940.30431,12768.52774,12440.07
2500,6206.91,-310.9573007,-5009.392165,4612.83
15300,28637.31,26610.33269,16033.65004,15490.03
59505,53455.04,39757.96189,53198.67817,58571.8
28995,28386.39,30673.75048,29749.60855,29776.72
20190,30329.27,24639.35172,18361.13017,18875.24
13999,10952.6,12979.88402,13333.62485,12870.85
11995,21767.66,22300.29441,12628.89293,11935.8
10531,10621.6,6518.948973,10481.66086,10394.9
32237,21272.81,28041.01886,34357.97733,27463.27
18602,27268.47,26500.22385,22786.65816,21650.74
16500,22516,22813.53816,27001.32796,32252.52
16999,14084.81,16844.00618,22376.9862,13424.58
14411,8981.55,14546.06091,17296.95626,9131.55
18995,27221.35,31678.05963,31629.59359,31417.77
16997,17566.13,14056.95957,15443.08975,13804.38
5810,6760.49,7522.952232,9670.757599,8413.98
11193,12954.95,20753.263,8848.090047,12850.06
15995,13688.8,13336.69254,12999.50587,13249.37
17600,24305.01,26480.57977,16972.19334,17558.23
20995,14621.19,13333.51695,18011.85756,16117.94
17999,15674.01,13969.84436,16288.68657,19416.91
16294,23850.76,22091.79492,19958.4484,16978.91
16999,20286.22,21486.02144,18783.65782,16530.87
17500,13376.73,17744.05471,20544.88066,13367.04
4990,12979.83,14878.42275,10525.05461,12860.91
12300,15581.75,21289.75598,15108.47665,14834.53
14985,22492.81,20772.35147,14124.27253,14598.44
32595,33155.2,35434.56336,36769.10735,39022.19
36999,68900.61,44018.97656,44009.88819,52953.29
10975,15673.95,13863.52126,15708.86157,13023.18
48995,26695.19,26964.54564,44338.4318,48176.52
24597,26816.9,24702.33785,25390.04315,27135.27
13888,11556.76,10461.49388,12156.41677,11312.7
15564,17262.15,20986.31888,15691.75848,18763.73
6065,4117.95,311.8578707,3142.805633,3620.73
6988,14795.47,12368.18382,3097.53648,10709.2
21460,25185.85,23100.97929,21802.3057,21455.82
9800,12509.42,7420.108451,10826.18629,8828.15
9498,10281.96,10183.21335,7618.350527,9383.54
15900,21045.8,22832.11147,15811.83232,15525.3
16281,13641.52,11637.36951,16328.84421,12291.79
29499,23061.5,24164.67719,34243.70596,25566.14
13987,18037.93,17037.05628,13732.62106,13733.2
30991,20129.67,30809.18746,31876.37404,32622.83
13999,13369.24,13224.42044,13334.11396,14146.36
30995,19893.52,18996.5553,25458.66619,28195.38
34949,39578.17,32130.92583,29275.72914,32810.44
12999,12592.1,9214.561261,16661.94241,14235.8
25000,25451.18,27442.96214,28846.56223,29678.3
8475,9944.82,7262.995005,7004.292543,9233.51
21619,14352.8,23195.35698,22396.36435,22757.87
14991,20403.89,19780.74053,14536.90498,12735.85
13900,13656.2,13330.09873,12837.58869,12654.22
17995,19558.02,23351.97253,20372.74439,19462.89
26490,29671.22,25900.897,23767.35807,29925.4
38687,24386.74,22869.99391,42164.9538,39743.51
41905,56201.17,38368.84068,38984.08732,40312.39
10991,21293.12,15914.45224,12146.99925,10137.92
11488,19144.83,17828.43251,14212.40355,13904.07
11800,12246.03,11838.26983,10627.04542,12563.79
27991,28530.86,20628.58044,25834.64827,25663.06
17991,19501.74,21342.76703,18727.30014,16249.45
18000,22379.67,23847.89295,18926.69087,20100.44
10995,20453.74,17268.52625,7995.682246,13436.5
12995,8410.19,7072.349179,16339.64121,13851.46
4995,13592.56,10280.36074,-806.6438111,9340.17
9281,13226.17,13519.92758,8602.362701,14097.16
8787,10160.7,9319.606503,10828.51786,8068.77
15995,16033.1,19826.39539,19805.92882,19615.97
23405,15658.15,17821.41642,22214.46252,17921.89
4999,13743.69,12401.9063,6893.930283,12444.02
31999,31456.26,32180.33445,32836.87075,28065.15
18995,19066.47,21857.05336,20006.07532,16594.85
14809,13862.34,17271.92938,15809.17796,14223.97
10982,11782.49,10385.89938,8436.094268,9807.06
15610,12534.48,16695.55825,15256.0495,13410.82
52964,28180.48,27135.1698,44105.96357,48105.82
14987,13586.44,17342.43301,11876.41691,14738.58
18950,18970.35,22344.75331,18070.19787,17009.73
18800,26099.88,21083.74485,18625.2516,18647.31
14999,21748.31,22842.69835,18968.63475,18135.93
21886,20254.37,19802.04291,20900.27979,18351.03
29973,20922.29,15184.29465,31526.20956,28779.91
14900,13807.35,12715.43283,15544.68735,10592.91
12991,10947.53,12792.16235,14989.67747,13001.93
5991,10733.18,10699.45367,9043.273669,7086.71
52880,33141.69,33779.26538,46073.78664,47416.44
17419,19700.93,23125.48905,20026.70952,18075.21
17999,15801.53,19175.57801,15492.59081,16568.4
12900,17631.47,21697.92119,15487.5618,15212.26
14603,23742.15,23115.48801,19097.19778,18087.29
17900,24531,14961.6331,23341.07931,12072.7
8995,13267.9,17382.89328,10318.71879,12283.3
